,owner,explore_level,exist,DFA,RR,inital_state,resource
81 10,0.0,30536.0,1.0,0.0,1.0,1.0,-156444054928.87155
81 11,0.0,30536.0,1.0,0.0,1.0,0.0,-156444055491.95752
81 12,0.0,30536.0,1.0,0.0,1.0,0.0,-156444055026.64413
81 13,28,6303,0,1,0,2,61645795.49177172
81 14,0.0,6308.0,0.0,1.0,1.0,2.0,-238562739.80608398
81 15,0.0,6308.0,1.0,0.0,1.0,1.0,-238531251.51371926
81 16,0.0,6308.0,1.0,0.0,1.0,1.0,-238531251.51371926
81 17,0.0,6308.0,1.0,0.0,1.0,0.0,-230739976.53234914
81 18,0.0,13730.0,1.0,0.0,1.0,0.0,-3203079083.1195617
81 19,0.0,13730.0,1.0,0.0,1.0,0.0,-3212772573.2362657
81 20,0.0,13730.0,1.0,0.0,1.0,0.0,-3212773448.466423
81 21,0.0,13730.0,1.0,0.0,1.0,2.0,-3210238907.5408335
81 22,0.0,13730.0,1.0,0.0,1.0,0.0,-3212773448.466423
81 23,0.0,13730.0,1.0,0.0,1.0,0.0,-3212774347.6272335
81 24,0.0,13730.0,1.0,0.0,1.0,0.0,-3212774347.6272335
81 25,0.0,13730.0,1.0,0.0,1.0,1.0,-3212770340.110215
81 26,0.0,13730.0,1.0,0.0,1.0,0.0,-3210238909.5408335
81 27,0.0,2166.0,0.0,1.0,1.0,0.0,-315245464049.66797
81 28,0.0,2166.0,0.0,1.0,1.0,0.0,-315246249759.55414
81 29,0.0,57923.0,1.0,0.0,1.0,1.0,-315246330662.69727
81 30,0.0,57923.0,1.0,0.0,1.0,0.0,-315246330687.62476
81 31,0.0,57923.0,1.0,0.0,1.0,0.0,-315246330687.62476
81 32,0.0,57923.0,1.0,0.0,1.0,2.0,-315473040733.4088
81 33,0.0,1.0,1.0,0.0,1.0,2.0,-315474720372.5104
81 34,0.0,57923.0,1.0,0.0,1.0,0.0,-315246330517.9525
81 35,0.0,57923.0,1.0,0.0,1.0,1.0,-315468678246.9134
81 36,0.0,57923.0,1.0,0.0,1.0,0.0,-315467530069.9788
81 37,0.0,10442.0,1.0,0.0,1.0,0.0,-315067326437.35754
81 38,0.0,21803.0,1.0,0.0,1.0,4.0,-88719798031.10797
81 39,0.0,21803.0,1.0,0.0,1.0,3.0,-88719796694.49382
81 40,0.0,21803.0,1.0,0.0,1.0,1.0,-88719808851.32854
81 41,0.0,21803.0,1.0,0.0,1.0,1.0,-88719808851.32854
81 42,0.0,21803.0,1.0,0.0,1.0,0.0,-88719808448.0619
81 43,0.0,21803.0,1.0,0.0,1.0,1.0,-88719807931.3085
81 44,0.0,21803.0,1.0,0.0,1.0,0.0,-88719797456.80983
81 45,0.0,21803.0,0.0,1.0,1.0,1.0,-88719796423.42403
81 46,571,75,1,0,0,0,9362.555075720134
81 47,571,75,1,0,0,2,9364.555075720134
81 48,571,75,1,0,0,1,9362.804043797496
81 49,571,75,1,0,0,0,9361.804043797496
81 50,571,75,1,0,0,0,9894.248922001972
81 51,0.0,74.0,1.0,0.0,1.0,1.0,-315252724492.8978
81 52,0.0,32937.0,1.0,0.0,1.0,1.0,-315252729908.09894
81 53,0.0,32937.0,1.0,0.0,1.0,0.0,-315252729936.0206
81 54,0.0,32937.0,1.0,0.0,1.0,0.0,-315252729936.0206
81 55,0.0,32937.0,1.0,0.0,1.0,2.0,-315252730060.26935
81 56,0.0,32937.0,1.0,0.0,1.0,0.0,-315252729935.8808
81 57,0.0,32937.0,1.0,0.0,1.0,0.0,-315252729930.78076
81 58,0.0,32937.0,1.0,0.0,1.0,0.0,-315252729903.85547
81 59,0.0,5252.0,1.0,0.0,1.0,0.0,-545723308.2723371
81 60,0.0,5252.0,0.0,1.0,1.0,3.0,-546364805.4503615
81 61,131,823,0,1,0,1,976120.7411052127
81 62,0.0,53821.0,1.0,0.0,1.0,0.0,-1591400524132.658
81 63,131,123,0,1,0,2,26026.060533646953
81 64,0.0,5252.0,1.0,0.0,1.0,0.0,-546017975.0642635
81 65,0.0,5252.0,1.0,0.0,1.0,1.0,-546019219.0310413
81 66,0.0,5252.0,1.0,0.0,1.0,4.0,-545998870.2917694
81 67,0.0,5252.0,1.0,0.0,1.0,0.0,-546015132.576856
81 68,0.0,5252.0,1.0,0.0,1.0,1.0,-545962680.6986647
81 69,0.0,5252.0,1.0,0.0,1.0,0.0,-545998906.6694534
81 70,0.0,920.0,1.0,0.0,1.0,2.0,-544433848.4375786
81 71,660,1298,1,0,0,0,2614251.3418758996
81 72,660,1298,1,0,0,1,2606896.64440661
81 73,660,1298,1,0,0,1,2607016.208878805
81 74,660,1298,1,0,0,0,2606861.0918304636
81 75,660,1298,1,0,0,2,2606748.6332818866
81 76,0.0,555.0,1.0,0.0,1.0,0.0,-15675386539.752958
81 77,0.0,32811.0,1.0,0.0,1.0,0.0,-15668801463.242489
81 78,0.0,25191.0,1.0,0.0,1.0,0.0,-105712812449.78146
81 79,0.0,25191.0,1.0,0.0,1.0,0.0,-105715506985.1869
81 80,0.0,25191.0,1.0,0.0,1.0,1.0,-105715530615.0208
81 81,0.0,25191.0,1.0,0.0,1.0,1.0,-105715533759.78093
81 82,0.0,25191.0,1.0,0.0,1.0,0.0,-105715541052.26604
81 83,0.0,25191.0,1.0,0.0,1.0,0.0,-105715541052.26604
81 84,0.0,25191.0,1.0,0.0,1.0,0.0,-105715523247.69983
81 85,0.0,25191.0,1.0,0.0,1.0,0.0,-105713233185.80232
81 86,0,0,1,0,0,3,3
81 87,435,1028,0,1,0,0,1615196.3092264426
81 88,0.0,5205.0,1.0,0.0,1.0,2.0,-46923251.548001565
81 89,0.0,5205.0,1.0,0.0,1.0,0.0,-43853247.478316225
81 90,0.0,5205.0,1.0,0.0,1.0,1.0,-46609080.76895607
81 91,0.0,4790.0,0.0,1.0,1.0,0.0,-1670154531.8954628
81 92,0.0,4790.0,0.0,1.0,1.0,1.0,-1679804615.0281208
81 93,0.0,4790.0,0.0,1.0,1.0,0.0,-1679829875.7804654
81 94,0.0,4790.0,1.0,0.0,1.0,2.0,-1679832637.507215
81 95,0.0,4790.0,1.0,0.0,1.0,1.0,-1679833299.8206663
81 96,0.0,4790.0,1.0,0.0,1.0,1.0,-1679833479.147498
81 97,0.0,4790.0,1.0,0.0,1.0,1.0,-1679833521.6890383
81 98,0.0,1.0,1.0,0.0,1.0,4.0,-798171272.3643531
81 99,0.0,4790.0,1.0,0.0,1.0,1.0,-1679833479.147498
82 0,0.0,12017.0,1.0,0.0,1.0,0.0,-125960216.71964294
82 1,0,0,1,0,0,1,1
82 2,0.0,30536.0,1.0,0.0,1.0,1.0,-155745010015.12402
82 3,0.0,1.0,1.0,0.0,1.0,2.0,-156174918617.80856
82 4,0.0,1.0,1.0,0.0,1.0,5.0,-156443952437.3887
82 5,0.0,30536.0,1.0,0.0,1.0,0.0,-156444046762.39905
82 6,0.0,30536.0,1.0,0.0,1.0,0.0,-156444052619.29245
82 7,0.0,30536.0,1.0,0.0,1.0,0.0,-156444055880.59482
82 8,0.0,30536.0,1.0,0.0,1.0,1.0,-156444052622.48816
82 9,0.0,30536.0,1.0,0.0,1.0,1.0,-156444052044.5556
82 10,0.0,30536.0,1.0,0.0,1.0,0.0,-156444054439.62094
82 11,0.0,30536.0,1.0,0.0,1.0,0.0,-156444054929.87155
82 12,0.0,30536.0,1.0,0.0,1.0,1.0,-156444054631.82227
82 13,0.0,30536.0,1.0,0.0,1.0,2.0,-156444027954.35788
82 14,28,6303,0,1,0,1,61576091.685387485
82 15,0.0,6308.0,0.0,1.0,1.0,2.0,-238560919.2740241
82 16,0.0,13730.0,1.0,0.0,1.0,0.0,-3161573818.451528
82 17,0.0,13730.0,1.0,0.0,1.0,1.0,-3203072638.4849033
82 18,0.0,13730.0,1.0,0.0,1.0,0.0,-3208435513.8881483
82 19,0.0,13730.0,1.0,0.0,1.0,1.0,-3212189152.6471705
82 20,0.0,13730.0,1.0,0.0,1.0,1.0,-3212189152.6471705
82 21,0.0,13730.0,1.0,0.0,1.0,0.0,-3209324671.2192054
82 22,0.0,13730.0,1.0,0.0,1.0,1.0,-3212772572.2362657
82 23,0.0,13730.0,1.0,0.0,1.0,0.0,-3212628042.6446943
82 24,257,10918,0,1,0,3,173831886.800155
82 25,0.0,13730.0,1.0,0.0,1.0,1.0,-3203168686.36321
82 26,0.0,95408.0,1.0,0.0,1.0,1.0,-30089304218.79493
82 27,0.0,95408.0,1.0,0.0,1.0,0.0,-30090781267.380905
82 28,0.0,57923.0,0.0,1.0,1.0,0.0,-315246176646.67316
82 29,0.0,57923.0,0.0,1.0,1.0,1.0,-315246330479.6245
82 30,0.0,57923.0,1.0,0.0,1.0,0.0,-315426830189.89404
82 31,0.0,57923.0,1.0,0.0,1.0,0.0,-315467545147.965
82 32,0.0,57923.0,1.0,0.0,1.0,1.0,-315474496902.76373
82 33,0.0,57923.0,1.0,0.0,1.0,0.0,-315474638025.4911
82 34,0.0,57923.0,1.0,0.0,1.0,0.0,-315474608523.4132
82 35,0.0,57923.0,1.0,0.0,1.0,0.0,-315474496706.49164
82 36,0.0,57923.0,1.0,0.0,1.0,4.0,-315473027970.1856
82 37,0.0,21803.0,1.0,0.0,1.0,0.0,-88719704597.82057
82 38,0.0,21803.0,1.0,0.0,1.0,0.0,-88719796230.20613
82 39,0.0,21803.0,1.0,0.0,1.0,0.0,-88719797456.80983
82 40,0.0,21803.0,1.0,0.0,1.0,1.0,-88719807931.3085
82 41,0.0,21803.0,1.0,0.0,1.0,1.0,-88719808851.32854
82 42,0.0,21803.0,1.0,0.0,1.0,0.0,-88719797456.80983
82 43,0.0,21803.0,1.0,0.0,1.0,1.0,-88719805713.77988
82 44,0.0,21803.0,1.0,0.0,1.0,1.0,-88719796423.42403
82 45,0.0,21803.0,1.0,0.0,1.0,1.0,-88719796229.20613
82 46,0.0,28.0,0.0,1.0,1.0,0.0,-88714309829.65146
82 47,571,75,1,0,0,1,9894.364492007147
82 48,571,75,1,0,0,0,9370.062019529498
82 49,571,75,1,0,0,0,9366.325956465123
82 50,571,75,1,0,0,2,9475.47628032802
82 51,0.0,28.0,1.0,0.0,1.0,1.0,-315252727515.8192
82 52,0.0,32937.0,1.0,0.0,1.0,0.0,-315252729942.432
82 53,0.0,32937.0,1.0,0.0,1.0,2.0,-315252729933.8808
82 54,0.0,32937.0,1.0,0.0,1.0,1.0,-315252729941.432
82 55,0.0,32937.0,1.0,0.0,1.0,0.0,-315252727515.6493
82 56,0.0,32937.0,1.0,0.0,1.0,3.0,-315252729906.09894
82 57,0.0,32937.0,1.0,0.0,1.0,2.0,-315232677990.20807
82 58,0.0,32937.0,1.0,0.0,1.0,0.0,-315252700901.21155
82 59,61,1032,0,1,0,0,1493141.0549497742
82 60,0.0,5252.0,0.0,1.0,1.0,0.0,-546403834.2733577
82 61,131,823,0,1,0,5,976165.0004322574
82 62,131,407,0,1,0,1,265923.06076798914
82 63,131,122,0,1,0,1,25454.24908960569
82 64,0.0,5252.0,1.0,0.0,1.0,0.0,-546007873.9738501
82 65,0.0,5252.0,1.0,0.0,1.0,1.0,-546019426.6062628
82 66,0.0,5252.0,1.0,0.0,1.0,1.0,-546019228.1040839
82 67,0.0,5252.0,1.0,0.0,1.0,0.0,-546019249.8404863
82 68,0.0,5252.0,1.0,0.0,1.0,2.0,-546019240.8527327
82 69,0.0,5252.0,1.0,0.0,1.0,0.0,-546013091.777676
82 70,0.0,20.0,1.0,0.0,1.0,1.0,-545991655.0155581
82 71,0.0,236.0,1.0,0.0,1.0,3.0,-544663311.6708502
82 72,660,1298,1,0,0,0,2606895.64440661
82 73,660,1298,1,0,0,0,2606861.0918304636
82 74,660,1298,1,0,0,0,2606861.0918304636
82 75,660,1298,1,0,1,5,-14822387201.877964
82 76,0.0,235.0,1.0,0.0,1.0,0.0,-15675969696.798012
82 77,0.0,32811.0,1.0,0.0,1.0,0.0,-15675189040.58326
82 78,0.0,25191.0,1.0,0.0,1.0,0.0,-105712937219.31174
82 79,0.0,25191.0,1.0,0.0,1.0,0.0,-105715440934.98715
82 80,0.0,25191.0,1.0,0.0,1.0,2.0,-105715506949.4177
82 81,0.0,1.0,1.0,0.0,1.0,1.0,-105715523177.04918
82 82,0.0,25191.0,1.0,0.0,1.0,2.0,-105715540290.46832
82 83,0.0,25191.0,1.0,0.0,1.0,0.0,-105715512244.16632
82 84,0.0,25191.0,1.0,0.0,1.0,0.0,-105715507329.2202
82 85,0.0,25191.0,1.0,0.0,1.0,1.0,-105708751708.95937
82 86,0.0,25191.0,1.0,0.0,1.0,0.0,-105450176593.46086
82 87,435,1028,0,1,0,0,1615192.124683428
82 88,435,706,0,1,0,1,814977.4090948172
82 89,435,391,0,1,0,3,257961.08919137807
82 90,0.0,5205.0,1.0,0.0,1.0,0.0,-46604190.5233554
82 91,0.0,3874.0,0.0,1.0,1.0,0.0,-1678780844.3416445
82 92,0.0,4790.0,0.0,1.0,1.0,0.0,-1679804527.8616498
82 93,0.0,4790.0,1.0,0.0,1.0,0.0,-1679462923.5406628
82 94,0.0,4790.0,1.0,0.0,1.0,0.0,-1679832637.3093636
82 95,0.0,4790.0,1.0,0.0,1.0,0.0,-1679833497.5718434
82 96,0.0,4790.0,1.0,0.0,1.0,1.0,-1679833488.57548
82 97,0.0,4790.0,1.0,0.0,1.0,0.0,-1679833480.147498
82 98,0.0,4790.0,1.0,0.0,1.0,2.0,-1679833478.147498
82 99,0.0,4790.0,1.0,0.0,1.0,0.0,-1679833480.147498
83 0,0,0,1,0,0,0,0
83 1,0,0,1,0,0,0,0
83 2,0.0,30536.0,1.0,0.0,1.0,0.0,-156093271596.41525
83 3,0.0,30536.0,1.0,0.0,1.0,1.0,-156177352976.18015
83 4,0.0,30536.0,1.0,0.0,1.0,1.0,-156443966138.5775
83 5,0.0,12055.0,1.0,0.0,1.0,1.0,-156443926528.74435
83 6,0.0,30536.0,1.0,0.0,1.0,1.0,-156444055128.59314
83 7,0.0,30536.0,1.0,0.0,1.0,4.0,-156444055637.02176
83 8,0.0,30536.0,1.0,0.0,1.0,1.0,-156444050023.1993
83 9,0.0,30536.0,1.0,0.0,1.0,0.0,-156444029142.0243
83 10,0.0,30536.0,1.0,0.0,1.0,0.0,-156444052045.5556
83 11,0.0,30536.0,1.0,0.0,1.0,2.0,-156444054434.7057
83 12,0.0,30536.0,1.0,0.0,1.0,2.0,-156444054434.7057
83 13,0.0,30536.0,1.0,0.0,1.0,1.0,-156444054438.62094
83 14,0.0,30536.0,1.0,0.0,1.0,1.0,-156444027984.0656
83 15,0.0,6308.0,0.0,1.0,1.0,0.0,-238530904.06236997
83 16,0,0,1,0,0,0,0
83 17,0.0,3.0,1.0,0.0,0.0,1.0,19.123372533378923
83 18,0.0,13730.0,1.0,0.0,1.0,0.0,-3100330832.8524437
83 19,0.0,13730.0,1.0,0.0,1.0,1.0,-3206773786.119916
83 20,0.0,1.0,1.0,0.0,0.0,1.0,2.6127694686922194
83 21,0,0,1,0,0,0,0
83 22,0.0,13730.0,1.0,0.0,1.0,1.0,-3212700909.609971
83 23,0.0,95408.0,1.0,0.0,1.0,0.0,-29441667232.909443
83 24,0.0,95408.0,1.0,0.0,1.0,0.0,-30090781267.380905
83 25,0.0,95408.0,1.0,0.0,1.0,4.0,-30090869604.221275
83 26,0.0,95408.0,1.0,0.0,1.0,0.0,-30090721842.836205
83 27,0.0,95408.0,1.0,0.0,1.0,3.0,-30090872018.678246
83 28,0.0,95408.0,1.0,0.0,1.0,1.0,-30090869475.675076
83 29,0.0,57923.0,0.0,1.0,1.0,1.0,-315246176645.67316
83 30,0.0,57923.0,1.0,0.0,1.0,1.0,-315473040709.4564
83 31,0.0,57923.0,1.0,0.0,1.0,1.0,-315474643214.9615
83 32,0.0,57923.0,1.0,0.0,1.0,1.0,-315474647336.22644
83 33,0.0,57923.0,1.0,0.0,1.0,1.0,-315474647345.0241
83 34,0.0,57923.0,1.0,0.0,1.0,1.0,-315474647325.69617
83 35,0.0,57923.0,1.0,0.0,1.0,0.0,-315474647346.0241
83 36,0.0,21791.0,1.0,0.0,1.0,0.0,-314604869533.845
83 37,0.0,21803.0,1.0,0.0,1.0,0.0,-88719704543.0053
83 38,0.0,21803.0,1.0,0.0,1.0,2.0,-88719768102.46385
83 39,0.0,21803.0,1.0,0.0,1.0,0.0,-88719797456.80983
83 40,0.0,21803.0,1.0,0.0,1.0,1.0,-88719796755.8026
83 41,0.0,21803.0,1.0,0.0,1.0,2.0,-88719805712.77988
83 42,0.0,21803.0,1.0,0.0,1.0,1.0,-88719796252.75732
83 43,0.0,21803.0,1.0,0.0,1.0,2.0,-88719796258.54384
83 44,0.0,21803.0,1.0,0.0,1.0,0.0,-88719768166.73817
83 45,0.0,21803.0,1.0,0.0,1.0,3.0,-88719376326.0262
83 46,0.0,21803.0,1.0,0.0,1.0,1.0,-88656222868.76186
83 47,571,75,1,0,0,3,10200.80327042759
83 48,571,75,1,0,0,0,9893.676748319864
83 49,0.0,28.0,1.0,0.0,1.0,3.0,-315218295293.9275
83 50,0.0,31.0,1.0,0.0,1.0,1.0,-315244682797.50287
83 51,0.0,32937.0,1.0,0.0,1.0,1.0,-315248535209.3226
83 52,0.0,32937.0,1.0,0.0,1.0,1.0,-315252094946.5536
83 53,0.0,32937.0,0.0,1.0,1.0,0.0,-315252647909.1789
83 54,0.0,32937.0,1.0,0.0,1.0,0.0,-315252240416.85736
83 55,0.0,32937.0,1.0,0.0,1.0,0.0,-315252714064.9135
83 56,0.0,32937.0,0.0,1.0,1.0,0.0,-315252719117.47046
83 57,0.0,32937.0,1.0,0.0,1.0,0.0,-315252647039.14795
83 58,0.0,32937.0,1.0,0.0,1.0,0.0,-315252602329.6
83 59,61,893,0,1,0,1,1147879.0991284186
83 60,76,1293,0,1,0,0,2875066.9907558793
83 61,76,544,0,1,0,3,464000.5165601228
83 62,0.0,5252.0,1.0,0.0,1.0,0.0,-546016992.11124
83 63,0.0,5252.0,1.0,0.0,1.0,2.0,-546002713.5288742
83 64,0.0,5252.0,1.0,0.0,1.0,1.0,-546013087.737546
83 65,0.0,5252.0,1.0,0.0,1.0,4.0,-546019423.6062628
83 66,0.0,5252.0,1.0,0.0,1.0,0.0,-546019653.9840075
83 67,0.0,5252.0,1.0,0.0,1.0,0.0,-546019652.2642031
83 68,0.0,5252.0,1.0,0.0,1.0,0.0,-546019427.6062628
83 69,0.0,5252.0,1.0,0.0,1.0,2.0,-546012857.8785481
83 70,0.0,5252.0,0.0,1.0,1.0,3.0,-545794096.2176359
83 71,0.0,16.0,1.0,0.0,1.0,1.0,-15676274163.703259
83 72,0.0,920.0,1.0,0.0,1.0,1.0,-15674705071.754143
83 73,660,1298,1,0,0,0,2606861.0918304636
83 74,0.0,1298.0,1.0,0.0,1.0,0.0,-15666197404.37354
83 75,0.0,1290.0,1.0,0.0,1.0,3.0,-15668522151.523867
83 76,0.0,235.0,1.0,0.0,1.0,0.0,-15676095486.501266
83 77,0.0,32811.0,1.0,0.0,1.0,3.0,-15671084030.965101
83 78,0,0,1,0,0,0,0
83 79,0.0,25191.0,1.0,0.0,1.0,1.0,-105712972067.8701
83 80,0.0,25191.0,1.0,0.0,1.0,1.0,-105714519504.0075
83 81,0.0,25191.0,1.0,0.0,1.0,0.0,-105715512244.16632
83 82,0.0,25191.0,1.0,0.0,1.0,0.0,-105715540223.1425
83 83,0.0,25191.0,1.0,0.0,1.0,1.0,-105714994285.11047
83 84,0.0,25191.0,1.0,0.0,1.0,0.0,-105712976531.6154
83 85,0.0,10690.0,1.0,0.0,1.0,1.0,-105705250440.0795
83 86,0.0,1.0,1.0,0.0,1.0,3.0,-241718962.4581995
83 87,0.0,35226.0,1.0,0.0,1.0,0.0,-241718927.25298762
83 88,0.0,35226.0,1.0,0.0,1.0,0.0,-241718921.05739927
83 89,0.0,10537.0,1.0,0.0,1.0,0.0,-1427333114.4725518
83 90,0.0,4205.0,1.0,0.0,1.0,2.0,-1642235361.1877236
83 91,0.0,121.0,0.0,1.0,1.0,0.0,-1679522088.5508907
83 92,0.0,4790.0,0.0,1.0,1.0,1.0,-1679585935.8165698
83 93,0.0,4790.0,1.0,0.0,1.0,1.0,-1679821831.602742
83 94,0.0,4790.0,1.0,0.0,1.0,0.0,-1679832296.3472762
83 95,0.0,4790.0,1.0,0.0,1.0,0.0,-1679833498.3266916
83 96,0.0,4790.0,1.0,0.0,1.0,1.0,-1679833497.3266916
83 97,0.0,4790.0,1.0,0.0,1.0,2.0,-1679833503.8521256
83 98,0.0,4790.0,1.0,0.0,1.0,0.0,-1679833505.7871838
83 99,0.0,4790.0,1.0,0.0,1.0,0.0,-1679832636.961876
84 0,0,0,1,0,0,1,1
84 1,0.0,15254.0,1.0,0.0,1.0,0.0,-247185486.37528002
84 2,0.0,12139.0,1.0,0.0,1.0,1.0,-155739868989.9135
84 3,0.0,15254.0,1.0,0.0,1.0,0.0,-402793112.37035376
84 4,0.0,15254.0,1.0,0.0,1.0,0.0,-402800945.4207228
84 5,0.0,15254.0,1.0,0.0,1.0,0.0,-402800946.7867072
84 6,36,106,0,1,0,1,18014.89658507107
84 7,0.0,30536.0,1.0,0.0,1.0,1.0,-156444055993.55374
84 8,36,355,0,1,0,1,188609.32093949674
84 9,0.0,1.0,1.0,0.0,1.0,1.0,-156444052000.9658
84 10,0.0,30536.0,1.0,0.0,1.0,0.0,-156444052045.5556
84 11,0.0,30536.0,1.0,0.0,1.0,1.0,-156444046761.39905
84 12,0.0,30536.0,1.0,0.0,1.0,2.0,-156444046863.97546
84 13,0.0,30536.0,1.0,0.0,1.0,0.0,-156443746343.14444
84 14,0.0,30536.0,1.0,0.0,1.0,0.0,-156443431983.86545
84 15,0.0,4.0,1.0,0.0,0.0,2.0,20.822720712121722
84 16,0.0,30536.0,1.0,0.0,1.0,0.0,-155178774128.1411
84 17,0,0,1,0,0,2,2
84 18,0,0,1,0,0,0,0
84 19,0,0,1,0,0,0,0
84 20,0,0,1,0,0,0,0
84 21,0,0,1,0,0,3,3
84 22,257,10462,0,1,0,1,161498682.19672075
84 23,0.0,95408.0,1.0,0.0,1.0,0.0,-30090869502.25548
84 24,0.0,95408.0,1.0,0.0,1.0,0.0,-30090872389.263153
84 25,0.0,95408.0,1.0,0.0,1.0,1.0,-30090872031.717888
84 26,0.0,95408.0,1.0,0.0,1.0,0.0,-30090865265.36403
84 27,0.0,95408.0,1.0,0.0,1.0,0.0,-30090872395.440258
84 28,0.0,95408.0,1.0,0.0,1.0,3.0,-30090869607.211586
84 29,0.0,57923.0,1.0,0.0,1.0,1.0,-315464571389.2558
84 30,0.0,57923.0,0.0,1.0,1.0,2.0,-315474482111.4886
84 31,0.0,57923.0,1.0,0.0,1.0,1.0,-315474647326.1328
84 32,0.0,57923.0,1.0,0.0,1.0,0.0,-315474647347.7043
84 33,0.0,57923.0,1.0,0.0,1.0,0.0,-315474647327.1328
84 34,0.0,57923.0,1.0,0.0,1.0,4.0,-315474647343.7043
84 35,0.0,57923.0,1.0,0.0,1.0,4.0,-315474608783.3521
84 36,0.0,57923.0,1.0,0.0,1.0,1.0,-315474686414.9468
84 37,0,0,1,0,0,0,0
84 38,0.0,21803.0,1.0,0.0,1.0,0.0,-88712889518.25992
84 39,0.0,21803.0,1.0,0.0,1.0,3.0,-88719695124.48247
84 40,0.0,21803.0,1.0,0.0,1.0,1.0,-88716466444.00851
84 41,0.0,21803.0,1.0,0.0,1.0,2.0,-88715179869.75955
84 42,0.0,21803.0,1.0,0.0,1.0,2.0,-88719794051.00975
84 43,0.0,21803.0,1.0,0.0,1.0,0.0,-88712889518.25992
84 44,0.0,21803.0,1.0,0.0,1.0,0.0,-88279179278.78798
84 45,0,0,1,0,0,0,0
84 46,0.0,21803.0,1.0,0.0,1.0,0.0,-88577770174.20323
84 47,571,75,1,0,0,1,14252.826014702032
84 48,0,0,1,0,0,0,0
84 49,0.0,11871.0,1.0,0.0,1.0,0.0,-4858884052.737585
84 50,0.0,1.0,1.0,0.0,1.0,5.0,-4859822548.855567
84 51,0.0,11871.0,1.0,0.0,1.0,1.0,-4863791201.793279
84 52,0,0,1,0,0,0,0
84 53,0.0,32937.0,1.0,0.0,1.0,1.0,-314942941991.04443
84 54,0.0,32937.0,0.0,1.0,1.0,0.0,-315251618274.7755
84 55,0.0,32937.0,0.0,1.0,1.0,0.0,-315252094947.5536
84 56,0.0,11871.0,1.0,0.0,1.0,0.0,-4871028554.504212
84 57,0.0,32937.0,0.0,1.0,1.0,0.0,-315252240416.85736
84 58,0.0,32937.0,0.0,1.0,1.0,0.0,-315252032027.382
84 59,0.0,5252.0,1.0,0.0,1.0,0.0,-544740833.9677247
84 60,0.0,1.0,1.0,0.0,1.0,5.0,-546280403.0842146
84 61,0.0,5252.0,1.0,0.0,1.0,1.0,-545962599.5170984
84 62,0.0,5252.0,1.0,0.0,1.0,0.0,-545991793.6774902
84 63,0.0,5252.0,1.0,0.0,1.0,0.0,-546013084.8504388
84 64,0.0,5252.0,1.0,0.0,1.0,0.0,-546019427.6062628
84 65,0.0,5252.0,1.0,0.0,1.0,1.0,-546019653.0363742
84 66,0.0,5252.0,1.0,0.0,1.0,3.0,-546019636.521368
84 67,0.0,5252.0,1.0,0.0,1.0,0.0,-546019625.6619699
84 68,0.0,5252.0,1.0,0.0,1.0,0.0,-546019363.1804441
84 69,0.0,5252.0,1.0,0.0,1.0,3.0,-546013547.2073838
84 70,0.0,99.0,1.0,0.0,1.0,0.0,-15677380268.668146
84 71,0.0,99.0,1.0,0.0,1.0,1.0,-15676304547.887093
84 72,0.0,105.0,1.0,0.0,1.0,0.0,-15676329337.247246
84 73,660,1298,1,0,1,0,-15672755864.234016
84 74,0.0,234.0,1.0,0.0,1.0,0.0,-15676301057.546833
84 75,0.0,32811.0,1.0,0.0,1.0,0.0,-15676351868.641317
84 76,0.0,32811.0,1.0,0.0,1.0,0.0,-15676304915.772188
84 77,0.0,32811.0,1.0,0.0,1.0,0.0,-15676335839.600624
84 78,0.0,32811.0,1.0,0.0,1.0,1.0,-14913625002.292032
84 79,0.0,25191.0,1.0,0.0,1.0,0.0,-105712897668.46404
84 80,0.0,25191.0,1.0,0.0,1.0,1.0,-105714994285.11047
84 81,0.0,25191.0,1.0,0.0,1.0,2.0,-105715507177.60884
84 82,0.0,25191.0,1.0,0.0,1.0,3.0,-105715537517.84727
84 83,0.0,25191.0,1.0,0.0,1.0,1.0,-105712919665.37346
84 84,0.0,25191.0,1.0,0.0,1.0,1.0,-105712919643.1063
84 85,0.0,391.0,1.0,0.0,1.0,1.0,-105708574713.3108
84 86,0.0,10560.0,1.0,0.0,1.0,1.0,-105478699580.51459
84 87,0.0,35226.0,1.0,0.0,1.0,3.0,-241718924.04036593
84 88,0.0,35226.0,1.0,0.0,1.0,0.0,-241718927.04036593
84 89,0.0,1.0,1.0,0.0,1.0,5.0,-46812754.50421493
84 90,0.0,5205.0,0.0,1.0,1.0,0.0,-48653946.208771095
84 91,435,242,0,1,0,0,110118.71581735791
84 92,0.0,4790.0,1.0,0.0,1.0,1.0,-1670153341.4498248
84 93,0.0,4790.0,1.0,0.0,1.0,3.0,-1679750593.1209273
84 94,0.0,4790.0,1.0,0.0,1.0,0.0,-1679830811.2338428
84 95,0.0,4790.0,1.0,0.0,1.0,0.0,-1679833300.8206663
84 96,0.0,4790.0,1.0,0.0,1.0,1.0,-1679833299.8206663
84 97,0.0,4790.0,1.0,0.0,1.0,0.0,-1679833505.7871838
84 98,0.0,4790.0,1.0,0.0,1.0,1.0,-1679832600.7248745
84 99,0.0,4790.0,1.0,0.0,1.0,1.0,-1679832295.3472762
85 0,0,0,1,0,0,0,0
85 1,0.0,15254.0,1.0,0.0,1.0,1.0,-402585225.17499566
