,owner,explore_level,exist,DFA,RR,inital_state,resource
14 66,0.0,331540.0,1.0,0.0,1.0,1.0,-2868698719944.7505
14 67,0.0,331540.0,1.0,0.0,1.0,0.0,-2868698721356.3403
14 68,0.0,331540.0,1.0,0.0,1.0,1.0,-2868698709819.922
14 69,0.0,331540.0,1.0,0.0,1.0,1.0,-2868677403471.0024
14 70,0.0,18239.0,1.0,0.0,1.0,0.0,-51801325727.69927
14 71,0.0,18239.0,0.0,1.0,1.0,1.0,-51820260539.18458
14 72,0.0,18239.0,1.0,0.0,1.0,2.0,-51820260538.18458
14 73,0.0,18239.0,1.0,0.0,1.0,1.0,-51820170686.98108
14 74,0.0,18239.0,1.0,0.0,1.0,1.0,-51820260702.89575
14 75,0.0,1.0,1.0,0.0,1.0,1.0,-51820260702.896065
14 76,0.0,18239.0,1.0,0.0,1.0,3.0,-51820260700.89575
14 77,0.0,18239.0,1.0,0.0,1.0,0.0,-51820260727.154625
14 78,0.0,18239.0,1.0,0.0,1.0,2.0,-51820260725.154625
14 79,0.0,18239.0,1.0,0.0,1.0,2.0,-51820260515.889175
14 80,0.0,18239.0,1.0,0.0,1.0,3.0,-51820257876.1415
14 81,0.0,18239.0,1.0,0.0,1.0,0.0,-51820174735.998215
14 82,0.0,4788.0,1.0,0.0,1.0,0.0,-51779776706.33914
14 83,0.0,19154.0,1.0,0.0,1.0,2.0,-10342796163.159956
14 84,0.0,19154.0,1.0,0.0,1.0,0.0,-10342589868.400309
14 85,0.0,1.0,1.0,0.0,1.0,1.0,-589537834.3082147
14 86,0.0,5274.0,1.0,0.0,1.0,2.0,-590097376.6775997
14 87,0.0,5274.0,1.0,0.0,1.0,2.0,-590355701.1965802
14 88,0.0,5274.0,1.0,0.0,1.0,0.0,-584163117.9043614
14 89,0.0,85.0,1.0,0.0,1.0,0.0,-584646420.0758289
14 90,0.0,2066.0,1.0,0.0,1.0,1.0,-578126456.7656829
14 91,0.0,33755.0,1.0,0.0,1.0,0.0,-312410078684.16266
14 92,0.0,33755.0,1.0,0.0,1.0,1.0,-312410078939.4335
14 93,0.0,33755.0,1.0,0.0,1.0,2.0,-312410078691.5182
14 94,0.0,33755.0,1.0,0.0,1.0,0.0,-312410078681.79425
14 95,303,714,0,1,0,0,841497.1308206914
14 96,303,364,0,1,0,3,214109.2383668003
14 97,0.0,8691.0,1.0,0.0,1.0,0.0,-2900552542.484915
14 98,0.0,8691.0,1.0,0.0,1.0,1.0,-2898342180.208119
14 99,0,0,1,0,0,1,1
15 0,0.0,12303.0,1.0,0.0,1.0,0.0,-2634829289.88565
15 1,0.0,12303.0,1.0,0.0,1.0,2.0,-2634856234.0484548
15 2,0.0,12303.0,1.0,0.0,1.0,0.0,-2634848488.499794
15 3,0.0,12303.0,1.0,0.0,1.0,1.0,-2634855715.4840207
15 4,0.0,12303.0,1.0,0.0,1.0,0.0,-2630000584.2845926
15 5,0.0,12303.0,1.0,0.0,1.0,0.0,-2633810372.0351458
15 6,0.0,12303.0,1.0,0.0,1.0,0.0,-2634891319.644909
15 7,0.0,12303.0,1.0,0.0,1.0,3.0,-2634891313.923773
15 8,0.0,12303.0,1.0,0.0,1.0,5.0,-2634891337.331631
15 9,0.0,12303.0,1.0,0.0,1.0,1.0,-2634891042.2999043
15 10,0.0,12303.0,1.0,0.0,1.0,0.0,-2634890321.455579
15 11,0.0,12303.0,1.0,0.0,1.0,0.0,-2634891331.700885
15 12,0.0,12303.0,1.0,0.0,1.0,5.0,-2634891328.548624
15 13,0.0,12303.0,1.0,0.0,1.0,1.0,-2634890819.5134
15 14,0.0,12303.0,0.0,1.0,1.0,0.0,-2634883522.113845
15 15,0.0,134954.0,1.0,0.0,1.0,1.0,-775835106994.4155
15 16,0.0,134954.0,1.0,0.0,1.0,1.0,-775835106858.5217
15 17,0.0,134954.0,1.0,0.0,1.0,3.0,-775835107034.3988
15 18,0.0,134954.0,1.0,0.0,1.0,0.0,-775835106852.2443
15 19,0.0,134954.0,1.0,0.0,1.0,1.0,-775834731790.3491
15 20,0.0,134954.0,1.0,0.0,1.0,1.0,-775810642875.4482
15 21,0.0,134954.0,1.0,0.0,1.0,0.0,-775782292197.506
15 22,0.0,134954.0,1.0,0.0,1.0,2.0,-775549435746.5493
15 23,0.0,134954.0,1.0,0.0,1.0,2.0,-774243105370.3121
15 24,0,0,1,0,0,0,0
15 25,0.0,134954.0,1.0,0.0,1.0,0.0,-758693078783.1761
15 26,0,0,1,0,0,0,0
15 27,0,0,1,0,0,0,0
15 28,0,0,1,0,0,0,0
15 29,0,0,1,0,0,1,1
15 30,0.0,24477.0,1.0,0.0,1.0,1.0,-76057404.60186696
15 31,0.0,24477.0,1.0,0.0,1.0,0.0,-77362006.32212412
15 32,0.0,24477.0,1.0,0.0,1.0,1.0,-77362015.5988431
15 33,0.0,24477.0,1.0,0.0,1.0,1.0,-77362147.78696358
15 34,0.0,24477.0,1.0,0.0,1.0,0.0,-77361986.96022975
15 35,0.0,24477.0,1.0,0.0,1.0,0.0,-77361986.96022975
15 36,0.0,24477.0,1.0,0.0,1.0,1.0,-76233406.1248604
15 37,0.0,35075.0,1.0,0.0,1.0,1.0,-3741520811.982062
15 38,0.0,35075.0,1.0,0.0,1.0,1.0,-3741524182.2837276
15 39,0.0,35075.0,1.0,0.0,1.0,0.0,-3741524181.3549232
15 40,0.0,35075.0,1.0,0.0,1.0,2.0,-3741520389.7655044
15 41,0.0,35075.0,1.0,0.0,1.0,1.0,-3741520389.0800614
15 42,0.0,7486.0,1.0,0.0,1.0,0.0,-3642555390.191926
15 43,460,14185,1,0,0,0,307253423.495762
15 44,460,14185,1,0,0,2,307249336.2696612
15 45,460,14185,1,0,0,1,307227633.0068516
15 46,460,14185,1,0,0,0,307488755.5738514
15 47,460,14185,1,0,0,3,307488758.5738514
15 48,460,14185,1,0,0,1,308849515.14802825
15 49,460,14185,1,0,0,0,311757267.3457695
15 50,460,14185,1,0,0,0,316351306.40661216
15 51,460,14185,1,0,0,1,316350830.4520489
15 52,0.0,17444.0,1.0,0.0,1.0,2.0,-9705164675.090038
15 53,0.0,17444.0,1.0,0.0,1.0,0.0,-9705165984.873304
15 54,0.0,17444.0,1.0,0.0,1.0,0.0,-9705167132.524628
15 55,0.0,17444.0,1.0,0.0,1.0,1.0,-9705167131.524628
15 56,0.0,17444.0,1.0,0.0,1.0,0.0,-9705165963.025967
15 57,0.0,17444.0,1.0,0.0,1.0,1.0,-9705164299.729433
15 58,0.0,17444.0,1.0,0.0,1.0,1.0,-9705164677.104303
15 59,0.0,17444.0,1.0,0.0,1.0,1.0,-9705164676.090038
15 60,0.0,18239.0,1.0,0.0,1.0,0.0,-51884022940.59342
15 61,0.0,18239.0,0.0,1.0,1.0,4.0,-51883978434.58922
15 62,0.0,331540.0,1.0,0.0,1.0,0.0,-2868698719470.5234
15 63,0.0,18239.0,0.0,1.0,1.0,2.0,-51806212503.02989
15 64,0.0,331540.0,1.0,0.0,1.0,1.0,-2868698713697.332
15 65,0.0,331540.0,1.0,0.0,1.0,0.0,-2868698719522.3086
15 66,0.0,331540.0,1.0,0.0,1.0,0.0,-2868698714739.13
15 67,0.0,331540.0,1.0,0.0,1.0,0.0,-2868698709562.009
15 68,0.0,331540.0,1.0,0.0,1.0,0.0,-2868698709731.669
15 69,0.0,331540.0,1.0,0.0,1.0,0.0,-2868698693590.1787
15 70,0.0,331540.0,1.0,0.0,1.0,1.0,-2868698145319.8687
15 71,0.0,18239.0,0.0,1.0,1.0,1.0,-51820054414.438034
15 72,0.0,18239.0,0.0,1.0,1.0,0.0,-51820237528.21123
15 73,0.0,18239.0,1.0,0.0,1.0,0.0,-51819745701.76009
15 74,0.0,18239.0,1.0,0.0,1.0,1.0,-51820260548.23368
15 75,0.0,18239.0,1.0,0.0,1.0,1.0,-51820237427.708534
15 76,0.0,18239.0,1.0,0.0,1.0,0.0,-51820257879.1415
15 77,0.0,18239.0,1.0,0.0,1.0,2.0,-51820260515.889175
15 78,0.0,1.0,1.0,0.0,1.0,1.0,-51820260539.184784
15 79,0.0,18239.0,1.0,0.0,1.0,4.0,-51820260549.52095
15 80,0.0,18239.0,1.0,0.0,1.0,0.0,-51820257879.1415
15 81,0.0,82.0,1.0,0.0,1.0,0.0,-51801316773.316475
15 82,0.0,19154.0,1.0,0.0,1.0,5.0,-10342589777.376465
15 83,0.0,1.0,1.0,0.0,1.0,4.0,-10342784675.94877
15 84,0.0,19154.0,1.0,0.0,1.0,1.0,-10342546642.072021
15 85,0.0,10715.0,1.0,0.0,1.0,0.0,-438577921.767866
15 86,0.0,5274.0,1.0,0.0,1.0,1.0,-590327852.1687351
15 87,0.0,5274.0,1.0,0.0,1.0,0.0,-590375590.0426466
15 88,0.0,5274.0,1.0,0.0,1.0,0.0,-590113489.9200802
15 89,0.0,1.0,1.0,0.0,1.0,1.0,-589853838.3004154
15 90,0.0,5274.0,0.0,1.0,1.0,0.0,-587479366.9986852
15 91,0.0,33755.0,1.0,0.0,1.0,1.0,-312410078727.2556
15 92,0.0,33755.0,1.0,0.0,1.0,2.0,-312410078938.4335
15 93,0.0,33755.0,1.0,0.0,1.0,0.0,-312410078940.19525
15 94,0.0,33755.0,1.0,0.0,1.0,1.0,-312410078730.95544
15 95,0.0,33755.0,0.0,1.0,1.0,0.0,-312410078677.7813
15 96,303,363,0,1,0,0,210949.79906392278
15 97,0.0,8691.0,1.0,0.0,1.0,0.0,-2900645807.055664
15 98,0.0,8691.0,1.0,0.0,1.0,1.0,-2826030810.009621
15 99,0,0,1,0,0,0,0
16 0,0.0,12303.0,1.0,0.0,1.0,1.0,-2634855064.3742533
16 1,0.0,12303.0,1.0,0.0,1.0,0.0,-2634855065.3742533
16 2,0.0,1.0,1.0,0.0,1.0,3.0,-2634870171.2429442
16 3,0.0,12303.0,1.0,0.0,1.0,3.0,-2634870680.6941986
16 4,0.0,12303.0,1.0,0.0,1.0,2.0,-2634888011.7532744
16 5,0.0,12303.0,1.0,0.0,1.0,1.0,-2634891134.06353
16 6,0.0,12303.0,1.0,0.0,1.0,0.0,-2634890413.7017646
16 7,0.0,12303.0,1.0,0.0,1.0,3.0,-2634882922.0694304
16 8,0.0,12303.0,1.0,0.0,1.0,0.0,-2634890327.086827
16 9,0,0,1,0,0,2,2
16 10,0,0,1,0,0,3,3
16 11,0.0,203.0,1.0,0.0,1.0,1.0,-37092938790.13402
16 12,0.0,2184.0,1.0,0.0,1.0,0.0,-37083564805.37821
16 13,0.0,12303.0,1.0,0.0,1.0,1.0,-2634828474.964324
16 14,0.0,134924.0,1.0,0.0,1.0,0.0,-3089173360.971048
16 15,0.0,134954.0,1.0,0.0,1.0,0.0,-775835106855.4113
16 16,0.0,134508.0,1.0,0.0,1.0,0.0,-5364031382.45943
16 17,0.0,134954.0,1.0,0.0,1.0,1.0,-775835088379.4069
16 18,0.0,134954.0,1.0,0.0,1.0,3.0,-775834949022.3971
16 19,0.0,134954.0,1.0,0.0,1.0,0.0,-775834735377.0166
16 20,0.0,134954.0,1.0,0.0,1.0,0.0,-775820985449.4241
16 21,0.0,134954.0,1.0,0.0,1.0,0.0,-775804194302.4772
16 22,0.0,134954.0,1.0,0.0,1.0,0.0,-775804194302.4772
16 23,0.0,134954.0,1.0,0.0,1.0,0.0,-775552309169.4064
16 24,0.0,134954.0,1.0,0.0,1.0,0.0,-775552309169.4064
16 25,0.0,134954.0,1.0,0.0,1.0,0.0,-770429509156.7533
16 26,0.0,1.0,1.0,0.0,0.0,2.0,5.2781734335220785
16 27,0,0,1,0,0,0,0
16 28,0.0,24488.0,1.0,0.0,1.0,0.0,-249196430250.5676
16 29,0.0,24477.0,1.0,0.0,1.0,1.0,-69744898.84684765
16 30,0.0,24477.0,1.0,0.0,1.0,0.0,-76054580.58116138
16 31,0.0,24477.0,1.0,0.0,1.0,1.0,-77362187.76866782
16 32,0.0,24477.0,1.0,0.0,1.0,1.0,-77362095.00916481
16 33,0.0,1.0,1.0,0.0,1.0,1.0,-77362095.00927942
16 34,0.0,24477.0,1.0,0.0,1.0,0.0,-77362096.00916481
16 35,0.0,1.0,1.0,0.0,1.0,3.0,-77361983.96037588
16 36,0.0,24477.0,1.0,0.0,1.0,0.0,-77361649.70810509
16 37,0.0,24477.0,0.0,1.0,1.0,1.0,-77357244.86624396
16 38,0.0,35075.0,1.0,0.0,1.0,0.0,-3741524183.2837276
16 39,0.0,35075.0,1.0,0.0,1.0,0.0,-3741524192.481349
16 40,0.0,35075.0,1.0,0.0,1.0,0.0,-3741524184.239956
16 41,0.0,35075.0,1.0,0.0,1.0,0.0,-3741523218.400153
16 42,0.0,35075.0,1.0,0.0,1.0,1.0,-3741522340.8706837
16 43,460,14185,1,0,0,2,502490859.77238643
16 44,460,14185,1,0,0,0,307253423.495762
16 45,460,14185,1,0,0,1,307242332.1677937
16 46,460,14185,1,0,0,3,307394719.53562456
16 47,460,14185,1,0,0,0,310405397.0028817
16 48,460,14185,1,0,0,0,311767989.8735497
16 49,460,14185,1,0,0,2,311756682.9390828
16 50,674,51,1,0,0,0,5944.342625048694
16 51,674,51,1,0,0,0,5944.342625048694
16 52,0.0,17444.0,1.0,0.0,1.0,3.0,-9705164297.729433
16 53,0.0,17444.0,1.0,0.0,1.0,1.0,-9705167120.180664
16 54,0.0,17444.0,1.0,0.0,1.0,2.0,-9705167223.195894
16 55,0.0,17444.0,1.0,0.0,1.0,1.0,-9705167131.524628
16 56,0.0,17444.0,1.0,0.0,1.0,2.0,-6358014454.396363
16 57,0.0,17444.0,1.0,0.0,1.0,1.0,-9637931762.6882
16 58,0.0,17444.0,1.0,0.0,1.0,1.0,-9704838229.987898
16 59,0.0,17444.0,1.0,0.0,1.0,0.0,-9636668824.60362
16 60,0.0,52987.0,1.0,0.0,1.0,1.0,-46904540258.97137
16 61,0.0,331540.0,1.0,0.0,1.0,1.0,-2868698145319.8687
16 62,0.0,331540.0,1.0,0.0,1.0,0.0,-2868698714739.13
16 63,0.0,5701.0,1.0,0.0,1.0,3.0,-51737671824.75956
16 64,0.0,1552.0,1.0,0.0,1.0,1.0,-51800888487.4355
16 65,0.0,18239.0,0.0,1.0,1.0,0.0,-51806206074.97881
16 66,0.0,18239.0,0.0,1.0,1.0,0.0,-51806181207.75555
16 67,0.0,331540.0,1.0,0.0,1.0,1.0,-2868698709730.669
16 68,0.0,331540.0,1.0,0.0,1.0,0.0,-2868698699865.08
16 69,0.0,331540.0,1.0,0.0,1.0,5.0,-2868698472089.1055
16 70,0.0,331540.0,1.0,0.0,1.0,0.0,-2868698472834.8213
16 71,0.0,331540.0,1.0,0.0,1.0,1.0,-2868681695106.558
16 72,0.0,331540.0,1.0,0.0,1.0,0.0,-2868675233075.41
16 73,0,0,1,0,0,3,3
16 74,0.0,18239.0,0.0,1.0,1.0,1.0,-51820234372.14556
16 75,0.0,18239.0,1.0,0.0,1.0,1.0,-51820171252.82176
16 76,0.0,18239.0,1.0,0.0,1.0,0.0,-51820234238.34713
16 77,0.0,18239.0,1.0,0.0,1.0,1.0,-51820260552.52095
16 78,0.0,18239.0,0.0,1.0,1.0,3.0,-51820172033.69192
16 79,559,2303,1,0,0,2,9103725.689185811
16 80,0.0,114.0,1.0,0.0,1.0,0.0,-51801305790.94787
16 81,559,2303,1,0,0,1,9102959.135208666
16 82,0.0,19154.0,0.0,1.0,1.0,0.0,-10341309925.881168
16 83,0.0,19154.0,1.0,0.0,1.0,1.0,-10342784678.948666
16 84,0.0,19154.0,1.0,0.0,1.0,1.0,-10342782578.57584
16 85,0.0,19154.0,1.0,0.0,1.0,0.0,-10341309925.881168
16 86,0.0,17598.0,1.0,0.0,1.0,1.0,-28636785.89862951
16 87,0.0,5274.0,1.0,0.0,1.0,0.0,-590532874.6557851
16 88,0.0,5274.0,1.0,0.0,1.0,0.0,-590327853.1687351
16 89,0,0,1,0,0,1,1
16 90,0,0,1,0,0,0,0
16 91,0.0,33755.0,1.0,0.0,1.0,0.0,-312942340821.15656
16 92,0.0,33755.0,1.0,0.0,1.0,1.0,-312963074303.7418
16 93,0.0,6986.0,1.0,0.0,1.0,0.0,-470569340.875191
16 94,0.0,8678.0,0.0,1.0,1.0,1.0,-312396516041.1039
16 95,0.0,8691.0,1.0,0.0,1.0,1.0,-2899856767.5203176
16 96,0.0,8691.0,1.0,0.0,1.0,1.0,-2900697119.9863043
16 97,0.0,8691.0,1.0,0.0,1.0,1.0,-2900692416.940677
16 98,0.0,8691.0,1.0,0.0,1.0,0.0,-2900647154.06625
16 99,0.0,8691.0,1.0,0.0,1.0,3.0,-2900708929.055457
17 0,0.0,12303.0,1.0,0.0,1.0,1.0,-2633286403.51501
17 1,0.0,1.0,1.0,0.0,1.0,1.0,-2634848491.8127375
17 2,0.0,12303.0,1.0,0.0,1.0,2.0,-2634829290.5372815
17 3,0.0,12303.0,1.0,0.0,1.0,1.0,-2634871634.782291
17 4,0.0,12303.0,1.0,0.0,1.0,1.0,-2634856237.7670636
17 5,0.0,12303.0,1.0,0.0,1.0,2.0,-2634891176.761737
17 6,0.0,12303.0,1.0,0.0,1.0,1.0,-2634891283.946764
17 7,193,17,0,1,0,2,729.8872309240878
17 8,0.0,12303.0,1.0,0.0,1.0,0.0,-2603646779.681687
17 9,0,0,1,0,0,2,2
17 10,0,0,1,0,0,1,1
17 11,0.0,24335.0,1.0,0.0,1.0,3.0,-37093100938.80441
17 12,0.0,24335.0,1.0,0.0,1.0,0.0,-37093069091.23892
17 13,0.0,12303.0,1.0,0.0,1.0,1.0,-2570325797.454899
17 14,0.0,3944.0,1.0,0.0,1.0,1.0,-37084956448.51603
17 15,0.0,45765.0,1.0,0.0,1.0,2.0,-33385093460.832157
17 16,0.0,24335.0,1.0,0.0,1.0,0.0,-37064640145.38707
17 17,0.0,134954.0,1.0,0.0,1.0,1.0,-775833587872.9172
17 18,0.0,78275.0,1.0,0.0,1.0,0.0,-25017861774.48125
17 19,0.0,1.0,1.0,0.0,1.0,3.0,-775834730720.6139
17 20,0.0,134954.0,1.0,0.0,1.0,0.0,-775834731401.1691
17 21,0.0,134954.0,1.0,0.0,1.0,2.0,-775834731399.1691
17 22,0.0,134954.0,1.0,0.0,1.0,0.0,-775834731401.1691
17 23,0.0,134954.0,1.0,0.0,1.0,1.0,-775810642875.4482
17 24,0.0,8.0,1.0,0.0,1.0,1.0,-580583774366.7493
17 25,0.0,134954.0,1.0,0.0,1.0,1.0,-770662399086.4481
17 26,0,0,1,0,0,0,0
17 27,0.0,1.0,1.0,0.0,0.0,3.0,4.081418537740156
17 28,0,0,1,0,0,1,1
17 29,0.0,24488.0,1.0,0.0,1.0,0.0,-249196430250.5676
17 30,0.0,24477.0,1.0,0.0,1.0,0.0,-69744899.84684765
17 31,0.0,24477.0,1.0,0.0,1.0,1.0,-77338439.96689284
17 32,0.0,24477.0,1.0,0.0,1.0,0.0,-77361411.70617378
17 33,0.0,24477.0,1.0,0.0,1.0,0.0,-77362096.00916481
17 34,0,0,1,0,0,1,1
17 35,0.0,24477.0,1.0,0.0,1.0,5.0,-77362001.32212412
17 36,0.0,24477.0,1.0,0.0,1.0,0.0,-77361411.70617378
17 37,0.0,24477.0,0.0,1.0,1.0,1.0,-76669462.59821332
17 38,0.0,35075.0,1.0,0.0,1.0,0.0,-3741524886.078076
17 39,0.0,35075.0,1.0,0.0,1.0,0.0,-3741524886.078076
17 40,0.0,35075.0,1.0,0.0,1.0,0.0,-3741524840.132701
17 41,0.0,35075.0,1.0,0.0,1.0,1.0,-3741506685.8609824
17 42,0.0,35075.0,1.0,0.0,1.0,1.0,-3741522808.2430224
17 43,0.0,12249.0,1.0,0.0,1.0,1.0,-3395565918.228554
17 44,460,14185,1,0,0,0,307394716.53562456
17 45,460,14185,1,0,0,4,307314201.62852955
17 46,0.0,2078.0,1.0,0.0,1.0,2.0,-3545023811.6395507
17 47,0,0,1,0,0,0,0
17 48,460,14185,1,0,0,0,316351306.40661216
17 49,674,51,1,0,0,1,4293.284939857882
17 50,674,51,1,0,0,4,4443.272303097516
17 51,0.0,43.0,1.0,0.0,1.0,0.0,-9587667408.25809
17 52,0.0,17444.0,1.0,0.0,1.0,1.0,-9637931762.6882
17 53,0.0,17444.0,1.0,0.0,1.0,1.0,-9705167098.537685
17 54,0.0,1.0,1.0,0.0,1.0,3.0,-9705167129.524813
17 55,0.0,17444.0,1.0,0.0,1.0,3.0,-9705167129.524628
17 56,0.0,17444.0,1.0,0.0,1.0,1.0,-9705164299.729433
17 57,0.0,17444.0,1.0,0.0,1.0,0.0,-9698508479.69856
17 58,0,0,1,0,0,1,1
17 59,0,0,1,0,0,0,0
17 60,0,0,1,0,0,0,0
17 61,0.0,331540.0,1.0,0.0,1.0,0.0,-2868677403472.0024
17 62,0.0,331540.0,1.0,0.0,1.0,0.0,-2880793647058.8345
17 63,0.0,18239.0,0.0,1.0,1.0,5.0,-51806212501.72
17 64,0.0,112.0,1.0,0.0,1.0,1.0,-51806206073.97881
17 65,0.0,1.0,1.0,0.0,1.0,1.0,-51806206073.97891
17 66,0.0,18239.0,1.0,0.0,1.0,0.0,-51806206059.985954
17 67,0.0,331540.0,1.0,0.0,1.0,0.0,-2909062365540.1567
17 68,0.0,331540.0,1.0,0.0,1.0,0.0,-2867672410385.901
17 69,0.0,331540.0,1.0,0.0,1.0,2.0,-2868681668469.252
17 70,0.0,331540.0,1.0,0.0,1.0,1.0,-2868696332503.382
17 71,0.0,331540.0,1.0,0.0,1.0,0.0,-2868677403472.0024
17 72,0.0,331540.0,1.0,0.0,1.0,0.0,-2867672410385.901
17 73,0.0,129886.0,1.0,0.0,1.0,1.0,-22318182134.535686
17 74,0.0,1.0,0.0,1.0,1.0,1.0,-51820170686.981155
17 75,0.0,18239.0,1.0,0.0,1.0,0.0,-51820171077.9726
17 76,0.0,18239.0,1.0,0.0,1.0,2.0,-51820042477.220055
17 77,0.0,83.0,1.0,0.0,1.0,1.0,-51820243191.06605
17 78,0.0,53.0,1.0,0.0,1.0,3.0,-51820168213.90447
17 79,559,2303,1,0,0,1,9102235.496764509
17 80,559,2303,1,0,0,1,9102235.814908125
17 81,559,2303,1,0,0,0,9102235.211214434
17 82,559,2303,1,0,0,1,9102280.383270746
17 83,0.0,114.0,1.0,0.0,1.0,0.0,-10075638592.81712
17 84,0.0,19154.0,1.0,0.0,1.0,1.0,-10341323085.079327
17 85,0.0,4788.0,1.0,0.0,1.0,0.0,-556450170.8285971
17 86,0.0,5274.0,1.0,0.0,1.0,0.0,-590375662.3323069
17 87,0.0,5274.0,1.0,0.0,1.0,0.0,-590532901.7323185
17 88,0.0,5274.0,1.0,0.0,1.0,0.0,-590527698.3763418
17 89,0.0,5274.0,1.0,0.0,1.0,0.0,-587256545.3717641
17 90,0.0,5274.0,1.0,0.0,1.0,2.0,-587992443.3404814
17 91,0.0,33755.0,1.0,0.0,1.0,1.0,-312920476468.53064
17 92,0.0,5274.0,1.0,0.0,1.0,0.0,-584658177.0861056
17 93,0.0,33755.0,1.0,0.0,1.0,0.0,-312888179050.326
17 94,0.0,33755.0,0.0,1.0,1.0,5.0,-312410078973.2364
17 95,244,8035,0,1,0,0,100074045.16385019
17 96,0.0,8691.0,0.0,1.0,1.0,0.0,-2900711782.1760635
17 97,0.0,1.0,1.0,0.0,1.0,2.0,-2900692415.9407496
17 98,0.0,8691.0,1.0,0.0,1.0,1.0,-2900706233.081314
17 99,0.0,1.0,1.0,0.0,1.0,4.0,-2900708928.0555873
18 0,0.0,12303.0,1.0,0.0,1.0,0.0,-2634505084.7427588
18 1,0.0,12303.0,1.0,0.0,1.0,0.0,-2634875629.362473
18 2,0.0,12303.0,1.0,0.0,1.0,3.0,-2634848489.8795643
18 3,0.0,12303.0,1.0,0.0,1.0,1.0,-2634856237.7670636
18 4,0.0,12303.0,1.0,0.0,1.0,3.0,-2634887279.755048
18 5,0.0,12303.0,1.0,0.0,1.0,2.0,-2634891177.38099
18 6,0.0,6372.0,1.0,0.0,1.0,1.0,-36516938080.58512
18 7,0.0,2746.0,1.0,0.0,1.0,1.0,-36961897865.81359
18 8,0.0,24335.0,1.0,0.0,1.0,1.0,-37091575854.56027
18 9,0.0,24335.0,1.0,0.0,1.0,0.0,-37092760963.08835
18 10,0.0,24335.0,1.0,0.0,1.0,1.0,-37092403634.685135
18 11,0.0,24335.0,1.0,0.0,1.0,0.0,-37093102728.612816
18 12,0.0,24335.0,1.0,0.0,1.0,0.0,-37093037933.55924
18 13,0.0,24335.0,1.0,0.0,1.0,0.0,-37093069091.23892
18 14,0.0,24335.0,1.0,0.0,1.0,0.0,-37093093166.86529
18 15,0.0,7771.0,1.0,0.0,1.0,0.0,-37080165498.279884
18 16,0.0,24335.0,1.0,0.0,1.0,0.0,-37092405680.258064
18 17,0.0,5010.0,1.0,0.0,1.0,1.0,-37055595332.71209
18 18,0.0,24335.0,1.0,0.0,1.0,1.0,-37093069090.23892
18 19,0.0,77065.0,1.0,0.0,1.0,1.0,-27452954268.014633
18 20,0.0,134954.0,1.0,0.0,1.0,0.0,-775810642876.4482
18 21,0.0,134954.0,1.0,0.0,1.0,1.0,-775820985448.4241
18 22,0.0,134954.0,1.0,0.0,1.0,1.0,-775810663683.7572
18 23,0.0,134508.0,1.0,0.0,1.0,1.0,-3320216980136.6777
18 24,0.0,110669.0,1.0,0.0,1.0,0.0,-3339877006548.7925
18 25,0.0,134954.0,1.0,0.0,1.0,2.0,-4135903763144.998
18 26,0,0,1,0,0,0,0
18 27,0.0,2.0,1.0,0.0,0.0,4.0,16.417791939457967
18 28,0.0,2.0,1.0,0.0,0.0,3.0,12.610932839404605
18 29,0,0,1,0,0,0,0
18 30,0,0,1,0,0,2,2
18 31,0.0,24477.0,1.0,0.0,1.0,0.0,-76235735.88658202
18 32,0.0,24477.0,1.0,0.0,1.0,1.0,-77226863.93007839
18 33,0.0,24477.0,1.0,0.0,1.0,1.0,-77362015.5988431
18 34,0.0,24477.0,1.0,0.0,1.0,2.0,-76235733.88658202
18 35,0.0,24477.0,1.0,0.0,1.0,0.0,-77351733.06276321
18 36,0.0,35075.0,1.0,0.0,1.0,0.0,-3741522809.2430224
18 37,0.0,35075.0,1.0,0.0,1.0,1.0,-3741524848.321068
18 38,0.0,35075.0,1.0,0.0,1.0,0.0,-3741524885.226077
18 39,0.0,35075.0,1.0,0.0,1.0,0.0,-3741524886.078076
18 40,0.0,35075.0,1.0,0.0,1.0,0.0,-3741524885.226077
18 41,0.0,35075.0,1.0,0.0,1.0,0.0,-3741524885.226077
18 42,0.0,35075.0,1.0,0.0,1.0,2.0,-3741524514.6581874
18 43,0.0,35075.0,1.0,0.0,1.0,0.0,-3741524184.239956
18 44,0.0,35075.0,1.0,0.0,1.0,0.0,-3741473195.339875
18 45,0.0,35075.0,1.0,0.0,1.0,0.0,-3741471952.9774213
18 46,0.0,35075.0,1.0,0.0,1.0,1.0,-3741120582.494033
18 47,0.0,1.0,1.0,0.0,1.0,1.0,-3733454438.8925905
18 48,674,51,1,0,1,4,-3269735598.2972393
18 49,674,51,1,0,0,1,4433.202150132323
18 50,674,51,1,0,0,0,4433.9993397309045
18 51,0,0,1,0,0,0,0
18 52,0.0,17444.0,1.0,0.0,1.0,1.0,-9653514271.849037
18 53,0.0,17444.0,1.0,0.0,1.0,0.0,-9705167098.874584
18 54,0.0,17444.0,1.0,0.0,1.0,2.0,-9705164677.992537
18 55,0.0,17444.0,1.0,0.0,1.0,0.0,-9638080010.072147
18 56,0.0,17444.0,1.0,0.0,1.0,0.0,-9705158116.711267
18 57,0.0,1.0,1.0,0.0,0.0,2.0,3.5746975850071783
18 58,739,8,1,0,0,2,198.73969065706018
18 59,0,0,1,0,0,3,3
18 60,0,0,1,0,0,0,0
